2025-12-03 13:54:41,993 | INFO     | werkzeug | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
2025-12-03 14:21:12,488 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:21:12] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:21:24,496 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:21:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:21:24,498 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:21:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:21:24,501 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:21:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:21:24,505 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:21:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:22:13,502 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:22:13] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:22:24,486 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:22:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:22:24,502 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:22:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:22:24,508 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:22:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:22:24,510 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:22:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:23:14,490 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:23:14] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:23:24,494 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:23:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:23:24,525 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:23:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:23:24,528 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:23:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:23:24,537 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:23:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:24:15,486 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:24:15] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:24:24,529 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:24:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:24:24,541 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:24:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:24:24,544 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:24:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:24:24,547 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:24:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:25:16,478 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:25:16] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:25:24,484 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:25:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:25:24,501 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:25:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:25:24,504 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:25:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:25:24,507 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:25:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:25:51,016 | INFO     | werkzeug |  * Detected change in 'D:\\python\\recovery\\nft-pancake-monitor\\services\\db_connect.py', reloading
2025-12-03 14:25:51,301 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:25:56,921 | WARNING  | werkzeug |  * Debugger is active!
2025-12-03 14:25:56,931 | INFO     | werkzeug |  * Debugger PIN: 561-744-759
2025-12-03 14:26:09,478 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:26:09] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:26:24,483 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:26:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:26:24,497 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:26:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:26:24,502 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:26:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:26:24,505 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:26:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:27:00,861 | INFO     | werkzeug |  * Detected change in 'D:\\python\\recovery\\nft-pancake-monitor\\config.py', reloading
2025-12-03 14:27:01,136 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:27:06,455 | WARNING  | werkzeug |  * Debugger is active!
2025-12-03 14:27:06,466 | INFO     | werkzeug |  * Debugger PIN: 561-744-759
2025-12-03 14:27:10,478 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:27:10] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:27:24,482 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:27:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:27:24,488 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:27:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:27:24,493 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:27:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:27:24,501 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:27:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:27:56,891 | INFO     | werkzeug |  * Detected change in 'D:\\python\\recovery\\nft-pancake-monitor\\config.py', reloading
2025-12-03 14:27:57,212 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:28:02,600 | WARNING  | werkzeug |  * Debugger is active!
2025-12-03 14:28:02,610 | INFO     | werkzeug |  * Debugger PIN: 561-744-759
2025-12-03 14:28:08,209 | INFO     | werkzeug |  * Detected change in 'D:\\python\\recovery\\nft-pancake-monitor\\config.py', reloading
2025-12-03 14:28:08,524 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:28:14,135 | WARNING  | werkzeug |  * Debugger is active!
2025-12-03 14:28:14,146 | INFO     | werkzeug |  * Debugger PIN: 561-744-759
2025-12-03 14:28:14,593 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:28:14] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:28:24,482 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:28:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:28:24,505 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:28:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:28:24,516 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:28:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:28:24,519 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:28:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:28:39,899 | INFO     | werkzeug |  * Detected change in 'D:\\python\\recovery\\nft-pancake-monitor\\config.py', reloading
2025-12-03 14:28:40,281 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:28:45,767 | WARNING  | werkzeug |  * Debugger is active!
2025-12-03 14:28:45,779 | INFO     | werkzeug |  * Debugger PIN: 561-744-759
2025-12-03 14:28:52,459 | INFO     | werkzeug |  * Detected change in 'D:\\python\\recovery\\nft-pancake-monitor\\config.py', reloading
2025-12-03 14:28:52,689 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:28:57,722 | WARNING  | werkzeug |  * Debugger is active!
2025-12-03 14:28:57,731 | INFO     | werkzeug |  * Debugger PIN: 561-744-759
2025-12-03 14:29:12,510 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:29:12] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:29:24,488 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:29:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:29:24,494 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:29:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:29:24,504 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:29:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:29:24,507 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:29:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:30:13,478 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:30:13] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:30:24,474 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:30:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:30:24,486 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:30:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:30:24,492 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:30:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:30:24,495 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:30:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:30:36,036 | INFO     | werkzeug |  * Detected change in 'D:\\python\\recovery\\nft-pancake-monitor\\config.py', reloading
2025-12-03 14:30:36,260 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:30:41,653 | WARNING  | werkzeug |  * Debugger is active!
2025-12-03 14:30:41,663 | INFO     | werkzeug |  * Debugger PIN: 561-744-759
2025-12-03 14:31:14,489 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:31:14] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:31:21,289 | INFO     | werkzeug |  * Detected change in 'D:\\python\\recovery\\nft-pancake-monitor\\config.py', reloading
2025-12-03 14:31:21,577 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:31:26,955 | WARNING  | werkzeug |  * Debugger is active!
2025-12-03 14:31:26,964 | INFO     | werkzeug |  * Debugger PIN: 561-744-759
2025-12-03 14:31:27,391 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:31:27] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:31:27,393 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:31:27] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:31:27,401 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:31:27] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:31:27,404 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:31:27] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:31:29,573 | INFO     | werkzeug |  * Detected change in 'D:\\python\\recovery\\nft-pancake-monitor\\config.py', reloading
2025-12-03 14:31:29,839 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:31:35,134 | WARNING  | werkzeug |  * Debugger is active!
2025-12-03 14:31:35,144 | INFO     | werkzeug |  * Debugger PIN: 561-744-759
2025-12-03 14:31:52,022 | INFO     | werkzeug |  * Detected change in 'D:\\python\\recovery\\nft-pancake-monitor\\config.py', reloading
2025-12-03 14:31:52,240 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:31:57,272 | WARNING  | werkzeug |  * Debugger is active!
2025-12-03 14:31:57,281 | INFO     | werkzeug |  * Debugger PIN: 561-744-759
2025-12-03 14:32:09,325 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:32:09] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:32:24,482 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:32:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:32:24,483 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:32:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:32:24,486 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:32:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:32:24,495 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:32:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:33:09,483 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:33:09] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:33:24,487 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:33:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:33:24,502 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:33:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:33:24,507 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:33:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:33:24,510 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:33:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:33:32,482 | INFO     | werkzeug |  * Detected change in 'D:\\python\\recovery\\nft-pancake-monitor\\config.py', reloading
2025-12-03 14:33:32,704 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:36:05,221 | INFO     | werkzeug | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://192.168.1.83:5000
2025-12-03 14:36:05,221 | INFO     | werkzeug | [33mPress CTRL+C to quit[0m
2025-12-03 14:36:05,223 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:36:40,333 | INFO     | werkzeug | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://192.168.1.83:5000
2025-12-03 14:36:40,333 | INFO     | werkzeug | [33mPress CTRL+C to quit[0m
2025-12-03 14:36:40,336 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:37:42,704 | INFO     | werkzeug | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://192.168.1.83:5000
2025-12-03 14:37:42,704 | INFO     | werkzeug | [33mPress CTRL+C to quit[0m
2025-12-03 14:37:42,706 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:39:39,260 | INFO     | werkzeug | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://192.168.1.83:5000
2025-12-03 14:39:39,260 | INFO     | werkzeug | [33mPress CTRL+C to quit[0m
2025-12-03 14:39:39,263 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:40:39,275 | INFO     | werkzeug | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on all addresses (0.0.0.0)
 * Running on http://127.0.0.1:5000
 * Running on http://192.168.1.83:5000
2025-12-03 14:40:39,275 | INFO     | werkzeug | [33mPress CTRL+C to quit[0m
2025-12-03 14:40:39,277 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:40:46,037 | WARNING  | werkzeug |  * Debugger is active!
2025-12-03 14:40:46,047 | INFO     | werkzeug |  * Debugger PIN: 561-744-759
2025-12-03 14:40:50,458 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:40:50] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:40:55,503 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:40:55] "GET /list_pool HTTP/1.1" 200 -
2025-12-03 14:40:55,742 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:40:55] "[36mGET /static/css/mint_position.css HTTP/1.1[0m" 304 -
2025-12-03 14:40:55,756 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:40:55] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-12-03 14:40:55,768 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:40:55] "[36mGET /static/css/wallet_connect.css HTTP/1.1[0m" 304 -
2025-12-03 14:40:55,822 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:40:55] "[36mGET /static/css/pool_ranges.css HTTP/1.1[0m" 304 -
2025-12-03 14:40:55,838 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:40:55] "[36mGET /static/css/transaction_style.css HTTP/1.1[0m" 304 -
2025-12-03 14:40:57,292 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:40:57] "[36mGET /static/js/wallet_connect.js HTTP/1.1[0m" 304 -
2025-12-03 14:40:58,283 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:40:58] "[36mGET /static/images/favicon.png HTTP/1.1[0m" 304 -
2025-12-03 14:41:04,388 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:04] "GET /list_pool HTTP/1.1" 200 -
2025-12-03 14:41:04,437 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:04] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-12-03 14:41:04,440 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:04] "[36mGET /static/css/wallet_connect.css HTTP/1.1[0m" 304 -
2025-12-03 14:41:04,444 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:04] "[36mGET /static/css/pool_ranges.css HTTP/1.1[0m" 304 -
2025-12-03 14:41:04,447 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:04] "[36mGET /static/css/mint_position.css HTTP/1.1[0m" 304 -
2025-12-03 14:41:04,452 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:04] "[36mGET /static/css/transaction_style.css HTTP/1.1[0m" 304 -
2025-12-03 14:41:06,013 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:06] "[36mGET /static/js/wallet_connect.js HTTP/1.1[0m" 304 -
2025-12-03 14:41:06,110 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:06] "[36mGET /static/images/favicon.png HTTP/1.1[0m" 304 -
2025-12-03 14:41:07,146 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:07] "GET /price_range_pool_sol HTTP/1.1" 200 -
2025-12-03 14:41:07,210 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:07] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-12-03 14:41:07,226 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:07] "[36mGET /static/css/wallet_connect.css HTTP/1.1[0m" 304 -
2025-12-03 14:41:07,245 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:07] "[36mGET /static/css/mint_position.css HTTP/1.1[0m" 304 -
2025-12-03 14:41:07,251 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:07] "[36mGET /static/css/pool_ranges.css HTTP/1.1[0m" 304 -
2025-12-03 14:41:07,267 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:07] "[36mGET /static/css/transaction_style.css HTTP/1.1[0m" 304 -
2025-12-03 14:41:07,490 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:07] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:41:07,493 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:07] "[36mGET /static/js/wallet_connect.js HTTP/1.1[0m" 304 -
2025-12-03 14:41:07,640 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:07] "[36mGET /static/images/favicon.png HTTP/1.1[0m" 304 -
2025-12-03 14:41:08,784 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:08] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:41:09,506 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:09] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:41:24,479 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:41:29,097 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:29] "POST /price_range_pool_sol HTTP/1.1" 200 -
2025-12-03 14:41:29,140 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:29] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-12-03 14:41:29,151 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:29] "[36mGET /static/css/wallet_connect.css HTTP/1.1[0m" 304 -
2025-12-03 14:41:29,152 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:29] "[36mGET /static/css/mint_position.css HTTP/1.1[0m" 304 -
2025-12-03 14:41:29,162 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:29] "[36mGET /static/css/transaction_style.css HTTP/1.1[0m" 304 -
2025-12-03 14:41:29,164 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:29] "[36mGET /static/css/pool_ranges.css HTTP/1.1[0m" 304 -
2025-12-03 14:41:29,357 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:29] "[36mGET /static/js/wallet_connect.js HTTP/1.1[0m" 304 -
2025-12-03 14:41:29,598 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:29] "[36mGET /static/images/favicon.png HTTP/1.1[0m" 304 -
2025-12-03 14:41:51,486 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:41:51] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:41:55,629 | INFO     | werkzeug |  * Detected change in 'D:\\python\\recovery\\nft-pancake-monitor\\config.py', reloading
2025-12-03 14:41:55,901 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:42:02,129 | WARNING  | werkzeug |  * Debugger is active!
2025-12-03 14:42:02,139 | INFO     | werkzeug |  * Debugger PIN: 561-744-759
2025-12-03 14:42:09,473 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:42:09] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:42:20,069 | INFO     | werkzeug |  * Detected change in 'D:\\python\\recovery\\nft-pancake-monitor\\app.py', reloading
2025-12-03 14:42:20,341 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:42:26,115 | WARNING  | werkzeug |  * Debugger is active!
2025-12-03 14:42:26,124 | INFO     | werkzeug |  * Debugger PIN: 561-744-759
2025-12-03 14:42:26,566 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:42:26] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:42:26,568 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:42:26] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:42:28,729 | INFO     | werkzeug |  * Detected change in 'D:\\python\\recovery\\nft-pancake-monitor\\config.py', reloading
2025-12-03 14:42:29,257 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:42:35,350 | WARNING  | werkzeug |  * Debugger is active!
2025-12-03 14:42:35,360 | INFO     | werkzeug |  * Debugger PIN: 561-744-759
2025-12-03 14:42:35,791 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:42:35] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:43:07,344 | INFO     | werkzeug |  * Detected change in 'D:\\python\\recovery\\nft-pancake-monitor\\services\\db_connect.py', reloading
2025-12-03 14:43:07,587 | INFO     | werkzeug |  * Restarting with stat
2025-12-03 14:43:13,484 | WARNING  | werkzeug |  * Debugger is active!
2025-12-03 14:43:13,493 | INFO     | werkzeug |  * Debugger PIN: 561-744-759
2025-12-03 14:43:13,922 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:43:13] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:43:21,474 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:43:21] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:43:24,525 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:43:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:43:24,550 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:43:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:43:30,484 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:43:30] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:44:09,473 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:44:09] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:44:10,470 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:44:10] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:44:21,476 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:44:21] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:44:24,484 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:44:24] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:44:30,480 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:44:30] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:45:10,490 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:45:10] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:45:10,493 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:45:10] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:45:21,483 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:45:21] "GET /check_update HTTP/1.1" 200 -
2025-12-03 14:45:24,480 | INFO     | werkzeug | 127.0.0.1 - - [03/Dec/2025 14:45:24] "GET /check_update HTTP/1.1" 200 -
